Store ID,Product ID,Date,Units Sold,Sales Revenue (USD),Discount Percentage,Marketing Spend (USD),Store Location,Product Category,Day of the Week,Holiday Effect,Original Price (USD),Discount Amount (USD),ROI (%)
Spearsland,52372247,2022-02-13,6,1942.03,15,122,Northern Mariana Islands,Furniture,Sunday,False,2284.7411764705885,342.7111764705885,1491.827868852459
Spearsland,52372247,2022-02-14,7,2665.53,0,0,Antigua and Barbuda,Furniture,Monday,False,2665.53,0.0,0.0
Spearsland,52372247,2022-02-15,11,4188.69,0,135,Sierra Leone,Furniture,Tuesday,False,4188.69,0.0,3002.733333333333
Spearsland,52372247,2022-02-16,7,2665.53,0,0,Libyan Arab Jamahiriya,Furniture,Wednesday,False,2665.53,0.0,0.0
Spearsland,52372247,2022-02-17,4,1523.16,0,199,Cocos (Keeling) Islands,Furniture,Thursday,False,1523.16,0.0,665.4070351758794
Spearsland,52372247,2022-02-18,6,2284.74,0,133,Jersey,Furniture,Friday,False,2284.74,0.0,1617.84962406015
Spearsland,52372247,2022-02-19,5,1903.95,0,0,Saudi Arabia,Furniture,Saturday,False,1903.95,0.0,0.0
Spearsland,52372247,2022-02-20,3,1142.37,0,0,United States of America,Furniture,Sunday,False,1142.37,0.0,0.0
Spearsland,52372247,2022-02-21,3,1142.37,0,0,Germany,Furniture,Monday,False,1142.37,0.0,0.0
Spearsland,52372247,2022-02-22,5,1903.95,0,40,Sierra Leone,Furniture,Tuesday,False,1903.95,0.0,4659.875
Spearsland,52372247,2022-02-23,2,609.26,20,0,Nauru,Furniture,Wednesday,False,761.5749999999999,152.31499999999994,0.0
Spearsland,52372247,2022-02-24,11,4188.69,0,0,Lithuania,Furniture,Thursday,False,4188.69,0.0,0.0
Spearsland,52372247,2022-02-25,7,2665.53,0,54,Saint Barthelemy,Furniture,Friday,False,2665.53,0.0,4836.166666666667
Spearsland,52372247,2022-02-26,13,4950.27,0,0,Montenegro,Furniture,Saturday,False,4950.27,0.0,0.0
Spearsland,52372247,2022-02-27,5,1903.95,0,0,Tanzania,Furniture,Sunday,False,1903.95,0.0,0.0
Spearsland,52372247,2022-02-28,7,2132.42,20,0,Tuvalu,Furniture,Monday,False,2665.525,533.105,0.0
Spearsland,52372247,2022-03-01,3,1142.37,0,0,Micronesia,Furniture,Tuesday,False,1142.37,0.0,0.0
Spearsland,52372247,2022-03-02,7,2665.53,0,0,Netherlands,Furniture,Wednesday,False,2665.53,0.0,0.0
Spearsland,52372247,2022-03-03,6,2284.74,0,0,Swaziland,Furniture,Thursday,False,2284.74,0.0,0.0
Spearsland,52372247,2022-03-04,2,685.42,10,7,Mexico,Furniture,Friday,False,761.5777777777777,76.15777777777771,9691.714285714284
Spearsland,52372247,2022-03-05,9,3427.11,0,169,Kiribati,Furniture,Saturday,False,3427.11,0.0,1927.8757396449705
Spearsland,52372247,2022-03-06,2,761.58,0,33,Puerto Rico,Furniture,Sunday,False,761.58,0.0,2207.818181818182
Spearsland,52372247,2022-03-07,3,1142.37,0,0,Lebanon,Furniture,Monday,False,1142.37,0.0,0.0
Spearsland,52372247,2022-03-08,3,1142.37,0,98,Palestinian Territory,Furniture,Tuesday,False,1142.37,0.0,1065.6836734693875
Spearsland,52372247,2022-03-09,4,1523.16,0,108,Slovenia,Furniture,Wednesday,False,1523.16,0.0,1310.3333333333333
Spearsland,52372247,2022-03-10,2,761.58,0,0,Tokelau,Furniture,Thursday,False,761.58,0.0,0.0
Spearsland,52372247,2022-03-11,4,1218.53,20,38,Haiti,Furniture,Friday,False,1523.1625,304.63249999999994,3106.657894736842
Spearsland,52372247,2022-03-12,3,1142.37,0,0,Sri Lanka,Furniture,Saturday,False,1142.37,0.0,0.0
Spearsland,52372247,2022-03-13,7,2665.53,0,168,Tanzania,Furniture,Sunday,False,2665.53,0.0,1486.625
Spearsland,52372247,2022-03-14,7,2265.7,15,0,French Polynesia,Furniture,Monday,False,2665.529411764706,399.82941176470604,0.0
Spearsland,52372247,2022-03-15,2,761.58,0,30,Isle of Man,Furniture,Tuesday,False,761.58,0.0,2438.6000000000004
Spearsland,52372247,2022-03-16,7,2398.98,10,0,Reunion,Furniture,Wednesday,False,2665.5333333333333,266.5533333333333,0.0
Spearsland,52372247,2022-03-17,7,2665.53,0,0,Christmas Island,Furniture,Thursday,False,2665.53,0.0,0.0
Spearsland,52372247,2022-03-18,6,2284.74,0,4,Martinique,Furniture,Friday,False,2284.74,0.0,57018.49999999999
Spearsland,52372247,2022-03-19,5,1903.95,0,0,Kyrgyz Republic,Furniture,Saturday,False,1903.95,0.0,0.0
Spearsland,52372247,2022-03-20,9,3427.11,0,0,Saudi Arabia,Furniture,Sunday,False,3427.11,0.0,0.0
Spearsland,52372247,2022-03-21,3,1142.37,0,104,Thailand,Furniture,Monday,False,1142.37,0.0,998.4326923076923
Spearsland,52372247,2022-03-22,7,2665.53,0,0,Seychelles,Furniture,Tuesday,False,2665.53,0.0,0.0
Spearsland,52372247,2022-03-23,8,3046.32,0,103,Algeria,Furniture,Wednesday,False,3046.32,0.0,2857.592233009709
Spearsland,52372247,2022-03-24,5,1903.95,0,0,Botswana,Furniture,Thursday,False,1903.95,0.0,0.0
Spearsland,52372247,2022-03-25,5,1903.95,0,85,Jamaica,Furniture,Friday,False,1903.95,0.0,2139.9411764705883
Spearsland,52372247,2022-03-26,6,2284.74,0,0,Slovakia (Slovak Republic),Furniture,Saturday,False,2284.74,0.0,0.0
Spearsland,52372247,2022-03-27,6,2284.74,0,0,Anguilla,Furniture,Sunday,False,2284.74,0.0,0.0
Spearsland,52372247,2022-03-28,7,2665.53,0,0,El Salvador,Furniture,Monday,False,2665.53,0.0,0.0
Spearsland,52372247,2022-03-29,2,761.58,0,0,Macao,Furniture,Tuesday,False,761.58,0.0,0.0
Spearsland,52372247,2022-03-30,3,1142.37,0,0,Colombia,Furniture,Wednesday,False,1142.37,0.0,0.0
Spearsland,52372247,2022-03-31,2,761.58,0,0,Congo,Furniture,Thursday,False,761.58,0.0,0.0
Spearsland,52372247,2022-04-01,4,1523.16,0,0,Faroe Islands,Furniture,Friday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-04-02,4,1523.16,0,0,Mauritius,Furniture,Saturday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-04-03,0,0.0,0,24,Saint Barthelemy,Furniture,Sunday,False,0.0,0.0,-100.0
Spearsland,52372247,2022-04-04,7,2665.53,0,24,North Macedonia,Furniture,Monday,False,2665.53,0.0,11006.375000000002
Spearsland,52372247,2022-04-05,7,2665.53,0,83,Nigeria,Furniture,Tuesday,False,2665.53,0.0,3111.4819277108436
Spearsland,52372247,2022-04-06,6,2284.74,0,178,Korea,Furniture,Wednesday,False,2284.74,0.0,1183.5617977528088
Spearsland,52372247,2022-04-07,4,1523.16,0,0,Zimbabwe,Furniture,Thursday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-04-08,4,1523.16,0,0,American Samoa,Furniture,Friday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-04-09,7,2665.53,0,86,Saint Vincent and the Grenadines,Furniture,Saturday,False,2665.53,0.0,2999.453488372093
Spearsland,52372247,2022-04-10,10,3807.9,0,66,Estonia,Furniture,Sunday,False,3807.9,0.0,5669.545454545455
Spearsland,52372247,2022-04-11,13,4702.76,5,150,Suriname,Furniture,Monday,False,4950.273684210527,247.51368421052666,3035.1733333333336
Spearsland,52372247,2022-04-12,9,3427.11,0,19,Poland,Furniture,Tuesday,False,3427.11,0.0,17937.42105263158
Spearsland,52372247,2022-04-13,8,3046.32,0,127,French Guiana,Furniture,Wednesday,False,3046.32,0.0,2298.6771653543306
Spearsland,52372247,2022-04-14,7,2665.53,0,153,Belarus,Furniture,Thursday,False,2665.53,0.0,1642.1764705882354
Spearsland,52372247,2022-04-15,3,1142.37,0,99,United Arab Emirates,Furniture,Friday,False,1142.37,0.0,1053.9090909090908
Spearsland,52372247,2022-04-16,5,1523.16,20,30,Iceland,Furniture,Saturday,False,1903.95,380.78999999999996,4977.200000000001
Spearsland,52372247,2022-04-17,10,3807.9,0,53,Sri Lanka,Furniture,Sunday,False,3807.9,0.0,7084.7169811320755
Spearsland,52372247,2022-04-18,4,1294.69,15,0,Saint Lucia,Furniture,Monday,False,1523.164705882353,228.47470588235296,0.0
Spearsland,52372247,2022-04-19,8,2741.69,10,0,Kenya,Furniture,Tuesday,False,3046.322222222222,304.632222222222,0.0
Spearsland,52372247,2022-04-20,7,2665.53,0,0,Bhutan,Furniture,Wednesday,False,2665.53,0.0,0.0
Spearsland,52372247,2022-04-21,3,1028.13,10,97,Moldova,Furniture,Thursday,False,1142.3666666666668,114.23666666666668,959.9278350515466
Spearsland,52372247,2022-04-22,8,3046.32,0,0,France,Furniture,Friday,False,3046.32,0.0,0.0
Spearsland,52372247,2022-04-23,11,4188.69,0,15,Egypt,Furniture,Saturday,False,4188.69,0.0,27824.6
Spearsland,52372247,2022-04-24,5,1903.95,0,175,Gibraltar,Furniture,Sunday,False,1903.95,0.0,987.9714285714285
Spearsland,52372247,2022-04-25,4,1523.16,0,0,Kiribati,Furniture,Monday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-04-26,9,3427.11,0,0,Bangladesh,Furniture,Tuesday,False,3427.11,0.0,0.0
Spearsland,52372247,2022-04-27,10,3617.5,5,0,Lebanon,Furniture,Wednesday,False,3807.8947368421054,190.39473684210543,0.0
Spearsland,52372247,2022-04-28,13,4950.27,0,2,Ireland,Furniture,Thursday,False,4950.27,0.0,247413.50000000003
Spearsland,52372247,2022-04-29,8,3046.32,0,0,Lesotho,Furniture,Friday,False,3046.32,0.0,0.0
Spearsland,52372247,2022-04-30,5,1903.95,0,0,Cote d'Ivoire,Furniture,Saturday,False,1903.95,0.0,0.0
Spearsland,52372247,2022-05-01,8,3046.32,0,0,Norway,Furniture,Sunday,False,3046.32,0.0,0.0
Spearsland,52372247,2022-05-02,3,1142.37,0,4,Australia,Furniture,Monday,False,1142.37,0.0,28459.249999999996
Spearsland,52372247,2022-05-03,6,2284.74,0,144,Martinique,Furniture,Tuesday,False,2284.74,0.0,1486.625
Spearsland,52372247,2022-05-04,3,1142.37,0,0,Faroe Islands,Furniture,Wednesday,False,1142.37,0.0,0.0
Spearsland,52372247,2022-05-05,4,1523.16,0,0,Mauritania,Furniture,Thursday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-05-06,7,2132.42,20,145,Tajikistan,Furniture,Friday,False,2665.525,533.105,1370.6344827586208
Spearsland,52372247,2022-05-07,4,1523.16,0,61,Micronesia,Furniture,Saturday,False,1523.16,0.0,2396.9836065573772
Spearsland,52372247,2022-05-08,14,5331.06,0,0,Pakistan,Furniture,Sunday,False,5331.06,0.0,0.0
Spearsland,52372247,2022-05-09,8,3046.32,0,106,Cambodia,Furniture,Monday,False,3046.32,0.0,2773.8867924528304
Spearsland,52372247,2022-05-10,2,761.58,0,0,Dominican Republic,Furniture,Tuesday,False,761.58,0.0,0.0
Spearsland,52372247,2022-05-11,2,761.58,0,0,Rwanda,Furniture,Wednesday,False,761.58,0.0,0.0
Spearsland,52372247,2022-05-12,2,761.58,0,157,Papua New Guinea,Furniture,Thursday,False,761.58,0.0,385.08280254777077
Spearsland,52372247,2022-05-13,2,761.58,0,36,Cayman Islands,Furniture,Friday,False,761.58,0.0,2015.5
Spearsland,52372247,2022-05-14,4,1523.16,0,0,Togo,Furniture,Saturday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-05-15,5,1903.95,0,0,India,Furniture,Sunday,False,1903.95,0.0,0.0
Spearsland,52372247,2022-05-16,4,1370.84,10,25,Cyprus,Furniture,Monday,False,1523.1555555555553,152.31555555555542,5383.36
Spearsland,52372247,2022-05-17,4,1523.16,0,0,Nauru,Furniture,Tuesday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-05-18,4,1523.16,0,0,United States of America,Furniture,Wednesday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-05-19,7,2665.53,0,165,Guyana,Furniture,Thursday,False,2665.53,0.0,1515.4727272727275
Spearsland,52372247,2022-05-20,2,761.58,0,14,Mexico,Furniture,Friday,False,761.58,0.0,5339.857142857143
Spearsland,52372247,2022-05-21,5,1713.56,10,0,Uruguay,Furniture,Saturday,False,1903.9555555555555,190.39555555555557,0.0
Spearsland,52372247,2022-05-22,4,1523.16,0,0,Saudi Arabia,Furniture,Sunday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-05-23,3,1142.37,0,165,Uzbekistan,Furniture,Monday,False,1142.37,0.0,592.3454545454545
Spearsland,52372247,2022-05-24,4,1523.16,0,0,Mayotte,Furniture,Tuesday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-05-25,8,3046.32,0,0,Comoros,Furniture,Wednesday,False,3046.32,0.0,0.0
Spearsland,52372247,2022-05-26,4,1294.69,15,0,Bhutan,Furniture,Thursday,False,1523.164705882353,228.47470588235296,0.0
Spearsland,52372247,2022-05-27,1,380.79,0,0,Montenegro,Furniture,Friday,False,380.79,0.0,0.0
Spearsland,52372247,2022-05-28,2,723.5,5,0,Guam,Furniture,Saturday,False,761.578947368421,38.07894736842104,0.0
Spearsland,52372247,2022-05-29,4,1523.16,0,0,Iceland,Furniture,Sunday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-05-30,8,3046.32,0,0,Seychelles,Furniture,Monday,False,3046.32,0.0,0.0
Spearsland,52372247,2022-05-31,8,2741.69,10,0,Tanzania,Furniture,Tuesday,False,3046.322222222222,304.632222222222,0.0
Spearsland,52372247,2022-06-01,9,2913.04,15,0,Thailand,Furniture,Wednesday,False,3427.105882352941,514.0658823529411,0.0
Spearsland,52372247,2022-06-02,8,3046.32,0,0,British Indian Ocean Territory (Chagos Archipelago),Furniture,Thursday,False,3046.32,0.0,0.0
Spearsland,52372247,2022-06-03,9,3427.11,0,0,Ethiopia,Furniture,Friday,False,3427.11,0.0,0.0
Spearsland,52372247,2022-06-04,4,1523.16,0,0,Christmas Island,Furniture,Saturday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-06-05,8,3046.32,0,86,Brazil,Furniture,Sunday,False,3046.32,0.0,3442.232558139535
Spearsland,52372247,2022-06-06,4,1523.16,0,124,Tanzania,Furniture,Monday,False,1523.16,0.0,1128.3548387096776
Spearsland,52372247,2022-06-07,6,2284.74,0,4,Ukraine,Furniture,Tuesday,False,2284.74,0.0,57018.49999999999
Spearsland,52372247,2022-06-08,6,2170.5,5,75,South Georgia and the South Sandwich Islands,Furniture,Wednesday,False,2284.7368421052633,114.23684210526335,2794.0
Spearsland,52372247,2022-06-09,6,2284.74,0,0,Serbia,Furniture,Thursday,False,2284.74,0.0,0.0
Spearsland,52372247,2022-06-10,9,3427.11,0,36,Marshall Islands,Furniture,Friday,False,3427.11,0.0,9419.75
Spearsland,52372247,2022-06-11,2,761.58,0,0,Bosnia and Herzegovina,Furniture,Saturday,False,761.58,0.0,0.0
Spearsland,52372247,2022-06-12,2,609.26,20,42,Nepal,Furniture,Sunday,False,761.5749999999999,152.31499999999994,1350.6190476190475
Spearsland,52372247,2022-06-13,1,380.79,0,0,Saint Lucia,Furniture,Monday,False,380.79,0.0,0.0
Spearsland,52372247,2022-06-14,4,1294.69,15,0,Rwanda,Furniture,Tuesday,False,1523.164705882353,228.47470588235296,0.0
Spearsland,52372247,2022-06-15,6,2284.74,0,33,Seychelles,Furniture,Wednesday,False,2284.74,0.0,6823.454545454545
Spearsland,52372247,2022-06-16,3,1085.25,5,0,Benin,Furniture,Thursday,False,1142.3684210526317,57.118421052631675,0.0
Spearsland,52372247,2022-06-17,6,2284.74,0,68,Nigeria,Furniture,Friday,False,2284.74,0.0,3259.911764705882
Spearsland,52372247,2022-06-18,5,1903.95,0,0,Tonga,Furniture,Saturday,False,1903.95,0.0,0.0
Spearsland,52372247,2022-06-19,4,1523.16,0,0,Guyana,Furniture,Sunday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-06-20,9,3427.11,0,0,Antarctica (the territory South of 60 deg S),Furniture,Monday,False,3427.11,0.0,0.0
Spearsland,52372247,2022-06-21,8,3046.32,0,73,Mongolia,Furniture,Tuesday,False,3046.32,0.0,4073.041095890411
Spearsland,52372247,2022-06-22,9,3427.11,0,14,Fiji,Furniture,Wednesday,False,3427.11,0.0,24379.35714285714
Spearsland,52372247,2022-06-23,9,3427.11,0,0,Portugal,Furniture,Thursday,False,3427.11,0.0,0.0
Spearsland,52372247,2022-06-24,4,1523.16,0,0,Seychelles,Furniture,Friday,False,1523.16,0.0,0.0
Spearsland,52372247,2022-06-25,8,3046.32,0,0,Taiwan,Furniture,Saturday,False,3046.32,0.0,0.0
Spearsland,52372247,2022-06-26,7,2665.53,0,183,Bahrain,Furniture,Sunday,False,2665.53,0.0,1356.5737704918033
Spearsland,52372247,2022-06-27,6,2284.74,0,0,Argentina,Furniture,Monday,False,2284.74,0.0,0.0
Spearsland,52372247,2022-06-28,8,3046.32,0,36,Indonesia,Furniture,Tuesday,False,3046.32,0.0,8362.0
Spearsland,52372247,2022-06-29,8,3046.32,0,0,Papua New Guinea,Furniture,Wednesday,False,3046.32,0.0,0.0
Spearsland,52372247,2022-06-30,3,1142.37,0,0,Ireland,Furniture,Thursday,False,1142.37,0.0,0.0
Spearsland,52372247,2022-07-01,7,2665.53,0,117,Jordan,Furniture,Friday,False,2665.53,0.0,2178.2307692307695
Spearsland,52372247,2022-07-02,3,1142.37,0,0,Bahrain,Furniture,Saturday,False,1142.37,0.0,0.0
Spearsland,52372247,2022-07-03,10,3807.9,0,195,Slovakia (Slovak Republic),Furniture,Sunday,False,3807.9,0.0,1852.769230769231
Spearsland,52372247,2022-07-04,6,2284.74,0,0,Afghanistan,Furniture,Monday,False,2284.74,0.0,0.0
Spearsland,52372247,2022-07-05,3,1142.37,0,34,Gibraltar,Furniture,Tuesday,False,1142.37,0.0,3259.911764705882
Spearsland,52372247,2022-07-06,6,2284.74,0,105,Mauritania,Furniture,Wednesday,False,2284.74,0.0,2075.9428571428566
Spearsland,52372247,2022-07-07,6,2284.74,0,91,Cote d'Ivoire,Furniture,Thursday,False,2284.74,0.0,2410.7032967032965
Spearsland,52372247,2022-07-08,5,1903.95,0,149,Cocos (Keeling) Islands,Furniture,Friday,False,1903.95,0.0,1177.8187919463087
Spearsland,52372247,2022-07-09,6,2284.74,0,150,Svalbard & Jan Mayen Islands,Furniture,Saturday,False,2284.74,0.0,1423.1599999999999
Spearsland,52372247,2022-07-10,6,2284.74,0,150,Marshall Islands,Furniture,Sunday,False,2284.74,0.0,1423.1599999999999
Spearsland,52372247,2022-07-11,9,3427.11,0,0,Congo,Furniture,Monday,False,3427.11,0.0,0.0
Spearsland,52372247,2022-07-12,6,2284.74,0,162,Cook Islands,Furniture,Tuesday,False,2284.74,0.0,1310.3333333333333
Spearsland,52372247,2022-07-13,7,2665.53,0,0,Luxembourg,Furniture,Wednesday,False,2665.53,0.0,0.0
Spearsland,52372247,2022-07-14,7,2665.53,0,195,Panama,Furniture,Thursday,False,2665.53,0.0,1266.9384615384618
Spearsland,52372247,2022-07-15,7,2665.53,0,133,Panama,Furniture,Friday,False,2665.53,0.0,1904.157894736842
Spearsland,52372247,2022-07-16,0,0.0,5,0,Eritrea,Furniture,Saturday,False,0.0,0.0,0.0
Spearsland,52372247,2022-07-17,4,1370.84,10,0,Spain,Furniture,Sunday,False,1523.1555555555553,152.31555555555542,0.0
Spearsland,52372247,2022-07-18,5,1903.95,0,6,Serbia,Furniture,Monday,False,1903.95,0.0,31632.5
Spearsland,52372247,2022-07-19,7,2665.53,0,0,Greenland,Furniture,Tuesday,False,2665.53,0.0,0.0
Spearsland,52372247,2022-07-20,5,1903.95,0,13,Puerto Rico,Furniture,Wednesday,False,1903.95,0.0,14545.76923076923
Spearsland,52372247,2022-07-21,5,1903.95,0,0,Djibouti,Furniture,Thursday,False,1903.95,0.0,0.0
Spearsland,52372247,2022-07-22,9,2913.04,15,187,France,Furniture,Friday,False,3427.105882352941,514.0658823529411,1457.7754010695187
Spearsland,52372247,2022-07-23,6,2284.74,0,81,Hong Kong,Furniture,Saturday,False,2284.74,0.0,2720.6666666666665
Spearsland,52372247,2022-07-24,12,4569.48,0,28,Mauritania,Furniture,Sunday,False,4569.48,0.0,16219.571428571428
Spearsland,52372247,2022-07-25,9,3427.11,0,87,French Polynesia,Furniture,Monday,False,3427.11,0.0,3839.2068965517237
Spearsland,52372247,2022-07-26,5,1713.56,10,0,United States of America,Furniture,Tuesday,False,1903.9555555555555,190.39555555555557,0.0
Spearsland,52372247,2022-07-27,2,761.58,0,158,Ecuador,Furniture,Wednesday,False,761.58,0.0,382.01265822784814
Spearsland,52372247,2022-07-28,6,2170.5,5,111,Swaziland,Furniture,Thursday,False,2284.7368421052633,114.23684210526335,1855.4054054054052
Spearsland,52372247,2022-07-29,7,2665.53,0,0,Tonga,Furniture,Friday,False,2665.53,0.0,0.0
Spearsland,52372247,2022-07-30,7,2665.53,0,0,Italy,Furniture,Saturday,False,2665.53,0.0,0.0
Spearsland,52372247,2022-07-31,10,3807.9,0,123,Peru,Furniture,Sunday,False,3807.9,0.0,2995.8536585365855
Spearsland,52372247,2022-08-01,6,1827.79,20,31,Nicaragua,Furniture,Monday,False,2284.7374999999997,456.94749999999976,5796.096774193548
Spearsland,52372247,2022-08-02,6,2284.74,0,0,Bahrain,Furniture,Tuesday,False,2284.74,0.0,0.0
Spearsland,52372247,2022-08-03,2,761.58,0,0,South Georgia and the South Sandwich Islands,Furniture,Wednesday,False,761.58,0.0,0.0
Spearsland,52372247,2022-08-04,6,2284.74,0,150,Mauritius,Furniture,Thursday,False,2284.74,0.0,1423.1599999999999
Spearsland,52372247,2022-08-05,11,4188.69,0,105,Liberia,Furniture,Friday,False,4188.69,0.0,3889.2285714285713
Spearsland,52372247,2022-08-06,12,4569.48,0,0,Turkmenistan,Furniture,Saturday,False,4569.48,0.0,0.0
Spearsland,52372247,2022-08-07,12,4569.48,0,0,Turks and Caicos Islands,Furniture,Sunday,False,4569.48,0.0,0.0
Spearsland,52372247,2022-08-08,7,2665.53,0,0,Hong Kong,Furniture,Monday,False,2665.53,0.0,0.0
